data;estado;cidade;tipo_local;confirmados;obitos;ultimo_registro;populacao_estimativa;city_ibge_code;confirmados_por_100k;taxa_mortalidade
2022-03-27;SE;;state;325274;6309;True;2318822;28;14027,55365;0,0194
2022-03-26;SE;;state;325084;6307;False;2318822;28;14019,35983;0,0194
2022-03-25;SE;;state;324903;6305;False;2318822;28;14011,55414;0,0194
2022-03-24;SE;;state;324711;6304;False;2318822;28;14003,27408;0,0194
2022-03-23;SE;;state;324533;6303;False;2318822;28;13995,59776;0,0194
2022-03-22;SE;;state;324337;6301;False;2318822;28;13987,1452;0,0194
2022-03-21;SE;;state;324155;6299;False;2318822;28;13979,29638;0,0194
2022-03-20;SE;;state;323933;6297;False;2318822;28;13969,72256;0,0194
2022-03-19;SE;;state;323755;6297;False;2318822;28;13962,04625;0,0194
2022-03-18;SE;;state;323565;6297;False;2318822;28;13953,85243;0,0195
2022-03-17;SE;;state;323380;6295;False;2318822;28;13945,87424;0,0195
2022-03-16;SE;;state;323187;6292;False;2318822;28;13937,55105;0,0195
2022-03-15;SE;;state;322987;6290;False;2318822;28;13928,92598;0,0195
2022-03-14;SE;;state;322803;6288;False;2318822;28;13920,99092;0,0195
2022-03-13;SE;;state;322586;6287;False;2318822;28;13911,63272;0,0195
2022-03-12;SE;;state;322383;6284;False;2318822;28;13902,87827;0,0195
2022-03-11;SE;;state;322179;6281;False;2318822;28;13894,0807;0,0195
2022-03-10;SE;;state;322025;6279;False;2318822;28;13887,4394;0,0195
2022-03-09;SE;;state;321838;6276;False;2318822;28;13879,37496;0,0195
2022-03-08;SE;;state;321671;6273;False;2318822;28;13872,17303;0,0195
2022-03-07;SE;;state;321496;6270;False;2318822;28;13864,62609;0,0195
2022-03-06;SE;;state;321313;6268;False;2318822;28;13856,73415;0,0195
2022-03-05;SE;;state;321161;6266;False;2318822;28;13850,1791;0,0195
2022-03-04;SE;;state;321030;6265;False;2318822;28;13844,52968;0,0195
2022-03-03;SE;;state;320867;6261;False;2318822;28;13837,50025;0,0195
2022-03-02;SE;;state;320700;6258;False;2318822;28;13830,29832;0,0195
2022-03-01;SE;;state;320577;6254;False;2318822;28;13824,9939;0,0195
2022-02-28;SE;;state;320478;6250;False;2318822;28;13820,72449;0,0195
2022-02-27;SE;;state;320389;6247;False;2318822;28;13816,88633;0,0195
2022-02-26;SE;;state;320273;6244;False;2318822;28;13811,88379;0,0195
2022-02-25;SE;;state;320125;6240;False;2318822;28;13805,50124;0,0195
2022-02-24;SE;;state;319923;6237;False;2318822;28;13796,78992;0,0195
2022-02-23;SE;;state;319775;6234;False;2318822;28;13790,40737;0,0195
2022-02-22;SE;;state;319379;6230;False;2318822;28;13773,32973;0,0195
2022-02-21;SE;;state;318846;6223;False;2318822;28;13750,34392;0,0195
2022-02-20;SE;;state;318291;6217;False;2318822;28;13726,40936;0,0195
2022-02-19;SE;;state;317940;6210;False;2318822;28;13711,27236;0,0195
2022-02-18;SE;;state;317786;6203;False;2318822;28;13704,63106;0,0195
2022-02-17;SE;;state;317404;6197;False;2318822;28;13688,15718;0,0195
2022-02-16;SE;;state;316926;6191;False;2318822;28;13667,54326;0,0195
2022-02-15;SE;;state;316015;6185;False;2318822;28;13628,25607;0,0196
2022-02-14;SE;;state;315449;6179;False;2318822;28;13603,84713;0,0196
2022-02-13;SE;;state;313534;6172;False;2318822;28;13521,26209;0,0197
2022-02-12;SE;;state;313316;6166;False;2318822;28;13511,86076;0,0197
2022-02-11;SE;;state;312522;6160;False;2318822;28;13477,61924;0,0197
2022-02-10;SE;;state;311648;6154;False;2318822;28;13439,92769;0,0197
2022-02-09;SE;;state;310100;6147;False;2318822;28;13373,16965;0,0198
2022-02-08;SE;;state;308316;6141;False;2318822;28;13296,23404;0,0199
2022-02-07;SE;;state;306977;6135;False;2318822;28;13238,4892;0,02
2022-02-06;SE;;state;304586;6129;False;2318822;28;13135,3765;0,0201
2022-02-05;SE;;state;303004;6126;False;2318822;28;13067,1522;0,0202
2022-02-04;SE;;state;301161;6120;False;2318822;28;12987,67219;0,0203
2022-02-03;SE;;state;299127;6115;False;2318822;28;12899,95524;0,0204
2022-02-02;SE;;state;297332;6109;False;2318822;28;12822,54524;0,0205
2022-02-01;SE;;state;295696;6103;False;2318822;28;12751,99218;0,0206
2022-01-31;SE;;state;293716;6098;False;2318822;28;12666,60399;0,0208
2022-01-30;SE;;state;292167;6093;False;2318822;28;12599,80283;0,0209
2022-01-29;SE;;state;290298;6089;False;2318822;28;12519,20156;0,021
2022-01-28;SE;;state;289076;6084;False;2318822;28;12466,50239;0,021
2022-01-27;SE;;state;287212;6081;False;2318822;28;12386,11674;0,0212
2022-01-26;SE;;state;286187;6079;False;2318822;28;12341,91326;0,0212
2022-01-25;SE;;state;284928;6077;False;2318822;28;12287,61845;0,0213
2022-01-24;SE;;state;284333;6075;False;2318822;28;12261,95887;0,0214
2022-01-23;SE;;state;283671;6074;False;2318822;28;12233,4099;0,0214
2022-01-22;SE;;state;282972;6072;False;2318822;28;12203,26528;0,0215
2022-01-21;SE;;state;282070;6070;False;2318822;28;12164,36622;0,0215
2022-01-20;SE;;state;281430;6069;False;2318822;28;12136,766;0,0216
2022-01-19;SE;;state;281053;6068;False;2318822;28;12120,50774;0,0216
2022-01-18;SE;;state;280588;6067;False;2318822;28;12100,45445;0,0216
2022-01-17;SE;;state;280308;6067;False;2318822;28;12088,37936;0,0216
2022-01-16;SE;;state;280211;6066;False;2318822;28;12084,1962;0,0216
2022-01-15;SE;;state;279897;6065;False;2318822;28;12070,65484;0,0217
2022-01-14;SE;;state;279587;6064;False;2318822;28;12057,28598;0,0217
2022-01-13;SE;;state;279337;6063;False;2318822;28;12046,50465;0,0217
2022-01-12;SE;;state;279235;6062;False;2318822;28;12042,10586;0,0217
2022-01-11;SE;;state;279065;6062;False;2318822;28;12034,77455;0,0217
2022-01-10;SE;;state;278961;6062;False;2318822;28;12030,28952;0,0217
2022-01-09;SE;;state;278943;6062;False;2318822;28;12029,51326;0,0217
2022-01-08;SE;Amparo de São Francisco;city;256;5;True;2380;2800100;10756,30252;0,0195
2022-01-08;SE;Aquidabã;city;2410;40;True;21681;2800209;11115,72344;0,0166
2022-01-08;SE;Aracaju;city;128400;2435;True;664908;2800308;19310,94227;0,019
2022-01-08;SE;Arauá;city;1293;22;True;9947;2800407;12998,89414;0,017
2022-01-08;SE;Areia Branca;city;2112;49;True;18686;2800506;11302,57947;0,0232
2022-01-08;SE;Barra dos Coqueiros;city;7076;100;True;30930;2800605;22877,46524;0,0141
2022-01-08;SE;Boquim;city;2699;68;True;26899;2800670;10033,83025;0,0252
2022-01-08;SE;Brejo Grande;city;463;13;True;8353;2800704;5542,91871;0,0281
2022-01-08;SE;Campo do Brito;city;2206;29;True;18218;2801009;12108,90328;0,0131
2022-01-08;SE;Canhoba;city;352;7;True;4006;2801108;8786,81977;0,0199
2022-01-08;SE;Canindé de São Francisco;city;2543;48;True;30402;2801207;8364,58128;0,0189
2022-01-08;SE;Capela;city;2885;45;True;34514;2801306;8358,92681;0,0156
2022-01-08;SE;Carira;city;2244;48;True;22239;2801405;10090,38176;0,0214
2022-01-08;SE;Carmópolis;city;1080;40;True;16937;2801504;6376,572;0,037
2022-01-08;SE;Cedro de São João;city;1035;20;True;5913;2801603;17503,80518;0,0193
2022-01-08;SE;Cristinápolis;city;618;30;True;18029;2801702;3427,81075;0,0485
2022-01-08;SE;Cumbe;city;299;4;True;3998;2801900;7478,73937;0,0134
2022-01-08;SE;Divina Pastora;city;856;12;True;5215;2802007;16414,18984;0,014
2022-01-08;SE;Estância;city;7724;176;True;69556;2802106;11104,72138;0,0228
2022-01-08;SE;Feira Nova;city;246;7;True;5601;2802205;4392,07284;0,0285
2022-01-08;SE;Frei Paulo;city;1737;36;True;15556;2802304;11166,10954;0,0207
2022-01-08;SE;Gararu;city;678;17;True;11601;2802403;5844,32377;0,0251
2022-01-08;SE;General Maynard;city;378;10;True;3384;2802502;11170,21277;0,0265
2022-01-08;SE;Graccho Cardoso;city;552;7;True;5824;2802601;9478,02198;0,0127
2022-01-08;SE;Ilha das Flores;city;389;18;True;8521;2802700;4565,19188;0,0463
2022-01-08;SE;Indiaroba;city;517;30;True;18149;2802809;2848,6418;0,058
2022-01-08;SE;Itabaiana;city;13247;258;True;96142;2802908;13778,57752;0,0195
2022-01-08;SE;Itabaianinha;city;3029;73;True;42166;2803005;7183,51278;0,0241
2022-01-08;SE;Itabi;city;214;2;True;4886;2803104;4379,86083;0,0093
2022-01-08;SE;Itaporanga d'Ajuda;city;3163;70;True;34709;2803203;9112,9102;0,0221
2022-01-08;SE;Japaratuba;city;1506;55;True;18907;2803302;7965,30386;0,0365
2022-01-08;SE;Japoatã;city;433;23;True;13429;2803401;3224,36518;0,0531
2022-01-08;SE;Lagarto;city;7864;222;True;105221;2803500;7473,79325;0,0282
2022-01-08;SE;Laranjeiras;city;1905;57;True;30080;2803609;6333,1117;0,0299
2022-01-08;SE;Macambira;city;673;8;True;6961;2803708;9668,15113;0,0119
2022-01-08;SE;Malhada dos Bois;city;331;7;True;3699;2803807;8948,36442;0,0211
2022-01-08;SE;Malhador;city;1118;30;True;12653;2803906;8835,84921;0,0268
2022-01-08;SE;Maruim;city;1164;42;True;17271;2804003;6739,62133;0,0361
2022-01-08;SE;Moita Bonita;city;1204;14;True;11348;2804102;10609,79908;0,0116
2022-01-08;SE;Monte Alegre de Sergipe;city;892;13;True;15175;2804201;5878,08896;0,0146
2022-01-08;SE;Muribeca;city;317;16;True;7639;2804300;4149,75782;0,0505
2022-01-08;SE;Neópolis;city;1417;42;True;18703;2804409;7576,32465;0,0296
2022-01-08;SE;Nossa Senhora Aparecida;city;834;18;True;8809;2804458;9467,58996;0,0216
2022-01-08;SE;Nossa Senhora da Glória;city;2792;79;True;37324;2804508;7480,44154;0,0283
2022-01-08;SE;Nossa Senhora das Dores;city;2138;50;True;26795;2804607;7979,10058;0,0234
2022-01-08;SE;Nossa Senhora de Lourdes;city;496;12;True;6496;2804706;7635,46798;0,0242
2022-01-08;SE;Nossa Senhora do Socorro;city;18147;580;True;185706;2804805;9771,89752;0,032
2022-01-08;SE;Pacatuba;city;832;25;True;14540;2804904;5722,1458;0,03
2022-01-08;SE;Pedra Mole;city;281;8;True;3285;2805000;8554,03349;0,0285
2022-01-08;SE;Pedrinhas;city;677;18;True;9665;2805109;7004,65598;0,0266
2022-01-08;SE;Pinhão;city;347;20;True;6627;2805208;5236,15512;0,0576
2022-01-08;SE;Pirambu;city;760;28;True;9359;2805307;8120,5257;0,0368
2022-01-08;SE;Poço Redondo;city;1104;32;True;35122;2805406;3143,32897;0,029
2022-01-08;SE;Poço Verde;city;2197;50;True;23867;2805505;9205,1787;0,0228
2022-01-08;SE;Porto da Folha;city;1689;37;True;28693;2805604;5886,45314;0,0219
2022-01-08;SE;Propriá;city;3683;80;True;29692;2805703;12404,01455;0,0217
2022-01-08;SE;Riachão do Dantas;city;1496;35;True;19809;2805802;7552,12277;0,0234
2022-01-08;SE;Riachuelo;city;733;18;True;10284;2805901;7127,57682;0,0246
2022-01-08;SE;Ribeirópolis;city;1800;34;True;18773;2806008;9588,23843;0,0189
2022-01-08;SE;Rosário do Catete;city;891;20;True;11008;2806107;8094,11337;0,0224
2022-01-08;SE;Salgado;city;1693;44;True;20025;2806206;8454,43196;0,026
2022-01-08;SE;Santa Luzia do Itanhy;city;759;13;True;14121;2806305;5374,97344;0,0171
2022-01-08;SE;Santana do São Francisco;city;628;15;True;7844;2806404;8006,11933;0,0239
2022-01-08;SE;Santa Rosa de Lima;city;364;8;True;3923;2806503;9278,61331;0,022
2022-01-08;SE;Santo Amaro das Brotas;city;696;19;True;12151;2806602;5727,92363;0,0273
2022-01-08;SE;São Cristóvão;city;9941;244;True;91093;2806701;10913,02295;0,0245
2022-01-08;SE;São Domingos;city;906;31;True;11207;2806800;8084,23307;0,0342
2022-01-08;SE;São Francisco;city;324;12;True;3781;2806909;8569,1616;0,037
2022-01-08;SE;São Miguel do Aleixo;city;457;5;True;3947;2807006;11578,41399;0,0109
2022-01-08;SE;Simão Dias;city;3379;89;True;40606;2807105;8321,43033;0,0263
2022-01-08;SE;Siriri;city;850;12;True;8970;2807204;9476,03122;0,0141
2022-01-08;SE;Telha;city;406;10;True;3249;2807303;12496,15266;0,0246
2022-01-08;SE;Tobias Barreto;city;4754;99;True;52530;2807402;9050,06663;0,0208
2022-01-08;SE;Tomar do Geru;city;1096;27;True;13535;2807501;8097,52494;0,0246
2022-01-08;SE;Umbaúba;city;2139;41;True;25550;2807600;8371,81996;0,0192
2022-01-08;SE;;state;278814;6061;False;2318822;28;12023,95009;0,0217
2022-01-07;SE;;state;278685;6060;False;2318822;28;12018,38692;0,0217
2022-01-06;SE;;state;278650;6060;False;2318822;28;12016,87754;0,0217
2022-01-05;SE;;state;278570;6059;False;2318822;28;12013,42751;0,0218
2022-01-04;SE;;state;278557;6059;False;2318822;28;12012,86688;0,0218
2022-01-03;SE;;state;278539;6058;False;2318822;28;12012,09062;0,0217
2022-01-02;SE;;state;278539;6057;False;2318822;28;12012,09062;0,0217
2022-01-01;SE;Amparo de São Francisco;city;256;5;False;2380;2800100;10756,30252;0,0195
2022-01-01;SE;Aquidabã;city;2410;40;False;21681;2800209;11115,72344;0,0166
2022-01-01;SE;Aracaju;city;128257;2434;False;664908;2800308;19289,43553;0,019
2022-01-01;SE;Arauá;city;1293;22;False;9947;2800407;12998,89414;0,017
2022-01-01;SE;Areia Branca;city;2111;49;False;18686;2800506;11297,22787;0,0232
2022-01-01;SE;Barra dos Coqueiros;city;7070;100;False;30930;2800605;22858,0666;0,0141
2022-01-01;SE;Boquim;city;2695;68;False;26899;2800670;10018,95981;0,0252
2022-01-01;SE;Brejo Grande;city;462;13;False;8353;2800704;5530,94697;0,0281
2022-01-01;SE;Campo do Brito;city;2206;29;False;18218;2801009;12108,90328;0,0131
2022-01-01;SE;Canhoba;city;352;7;False;4006;2801108;8786,81977;0,0199
2022-01-01;SE;Canindé de São Francisco;city;2543;48;False;30402;2801207;8364,58128;0,0189
2022-01-01;SE;Capela;city;2882;45;False;34514;2801306;8350,23469;0,0156
2022-01-01;SE;Carira;city;2240;48;False;22239;2801405;10072,39534;0,0214
2022-01-01;SE;Carmópolis;city;1080;40;False;16937;2801504;6376,572;0,037
2022-01-01;SE;Cedro de São João;city;1035;20;False;5913;2801603;17503,80518;0,0193
2022-01-01;SE;Cristinápolis;city;618;30;False;18029;2801702;3427,81075;0,0485
2022-01-01;SE;Cumbe;city;299;4;False;3998;2801900;7478,73937;0,0134
2022-01-01;SE;Divina Pastora;city;855;12;False;5215;2802007;16395,01438;0,014
2022-01-01;SE;Estância;city;7721;176;False;69556;2802106;11100,4083;0,0228
2022-01-01;SE;Feira Nova;city;246;7;False;5601;2802205;4392,07284;0,0285
2022-01-01;SE;Frei Paulo;city;1731;36;False;15556;2802304;11127,53921;0,0208
2022-01-01;SE;Gararu;city;677;17;False;11601;2802403;5835,70382;0,0251
2022-01-01;SE;General Maynard;city;378;10;False;3384;2802502;11170,21277;0,0265
2022-01-01;SE;Graccho Cardoso;city;551;7;False;5824;2802601;9460,85165;0,0127
2022-01-01;SE;Ilha das Flores;city;389;18;False;8521;2802700;4565,19188;0,0463
2022-01-01;SE;Indiaroba;city;517;30;False;18149;2802809;2848,6418;0,058
2022-01-01;SE;Itabaiana;city;13247;258;False;96142;2802908;13778,57752;0,0195
2022-01-01;SE;Itabaianinha;city;3025;72;False;42166;2803005;7174,02647;0,0238
2022-01-01;SE;Itabi;city;214;2;False;4886;2803104;4379,86083;0,0093
2022-01-01;SE;Itaporanga d'Ajuda;city;3162;71;False;34709;2803203;9110,0291;0,0225
2022-01-01;SE;Japaratuba;city;1502;55;False;18907;2803302;7944,14767;0,0366
2022-01-01;SE;Japoatã;city;433;23;False;13429;2803401;3224,36518;0,0531
2022-01-01;SE;Lagarto;city;7859;222;False;105221;2803500;7469,04135;0,0282
2022-01-01;SE;Laranjeiras;city;1903;56;False;30080;2803609;6326,46277;0,0294
2022-01-01;SE;Macambira;city;672;8;False;6961;2803708;9653,78538;0,0119
2022-01-01;SE;Malhada dos Bois;city;331;7;False;3699;2803807;8948,36442;0,0211
2022-01-01;SE;Malhador;city;1118;30;False;12653;2803906;8835,84921;0,0268
2022-01-01;SE;Maruim;city;1162;42;False;17271;2804003;6728,04123;0,0361
2022-01-01;SE;Moita Bonita;city;1204;14;False;11348;2804102;10609,79908;0,0116
2022-01-01;SE;Monte Alegre de Sergipe;city;892;13;False;15175;2804201;5878,08896;0,0146
2022-01-01;SE;Muribeca;city;316;16;False;7639;2804300;4136,6671;0,0506
2022-01-01;SE;Neópolis;city;1417;42;False;18703;2804409;7576,32465;0,0296
2022-01-01;SE;Nossa Senhora Aparecida;city;833;18;False;8809;2804458;9456,23794;0,0216
2022-01-01;SE;Nossa Senhora da Glória;city;2791;79;False;37324;2804508;7477,7623;0,0283
2022-01-01;SE;Nossa Senhora das Dores;city;2137;50;False;26795;2804607;7975,36854;0,0234
2022-01-01;SE;Nossa Senhora de Lourdes;city;496;12;False;6496;2804706;7635,46798;0,0242
2022-01-01;SE;Nossa Senhora do Socorro;city;18131;580;False;185706;2804805;9763,28175;0,032
2022-01-01;SE;Pacatuba;city;832;25;False;14540;2804904;5722,1458;0,03
2022-01-01;SE;Pedra Mole;city;279;8;False;3285;2805000;8493,15068;0,0287
2022-01-01;SE;Pedrinhas;city;676;18;False;9665;2805109;6994,30936;0,0266
2022-01-01;SE;Pinhão;city;347;20;False;6627;2805208;5236,15512;0,0576
2022-01-01;SE;Pirambu;city;760;28;False;9359;2805307;8120,5257;0,0368
2022-01-01;SE;Poço Redondo;city;1103;32;False;35122;2805406;3140,48175;0,029
2022-01-01;SE;Poço Verde;city;2196;50;False;23867;2805505;9200,98881;0,0228
2022-01-01;SE;Porto da Folha;city;1689;37;False;28693;2805604;5886,45314;0,0219
2022-01-01;SE;Propriá;city;3681;80;False;29692;2805703;12397,27873;0,0217
2022-01-01;SE;Riachão do Dantas;city;1496;35;False;19809;2805802;7552,12277;0,0234
2022-01-01;SE;Riachuelo;city;730;18;False;10284;2805901;7098,40529;0,0247
2022-01-01;SE;Ribeirópolis;city;1799;34;False;18773;2806008;9582,91163;0,0189
2022-01-01;SE;Rosário do Catete;city;887;20;False;11008;2806107;8057,77616;0,0225
2022-01-01;SE;Salgado;city;1692;44;False;20025;2806206;8449,4382;0,026
2022-01-01;SE;Santa Luzia do Itanhy;city;737;13;False;14121;2806305;5219,17711;0,0176
2022-01-01;SE;Santana do São Francisco;city;628;15;False;7844;2806404;8006,11933;0,0239
2022-01-01;SE;Santa Rosa de Lima;city;364;8;False;3923;2806503;9278,61331;0,022
2022-01-01;SE;Santo Amaro das Brotas;city;696;19;False;12151;2806602;5727,92363;0,0273
2022-01-01;SE;São Cristóvão;city;9925;244;False;91093;2806701;10895,45849;0,0246
2022-01-01;SE;São Domingos;city;906;31;False;11207;2806800;8084,23307;0,0342
2022-01-01;SE;São Francisco;city;324;12;False;3781;2806909;8569,1616;0,037
2022-01-01;SE;São Miguel do Aleixo;city;457;5;False;3947;2807006;11578,41399;0,0109
2022-01-01;SE;Simão Dias;city;3377;88;False;40606;2807105;8316,50495;0,0261
2022-01-01;SE;Siriri;city;847;12;False;8970;2807204;9442,5864;0,0142
2022-01-01;SE;Telha;city;406;10;False;3249;2807303;12496,15266;0,0246
2022-01-01;SE;Tobias Barreto;city;4752;98;False;52530;2807402;9046,25928;0,0206
2022-01-01;SE;Tomar do Geru;city;1096;27;False;13535;2807501;8097,52494;0,0246
2022-01-01;SE;Umbaúba;city;2137;41;False;25550;2807600;8363,99217;0,0192
2022-01-01;SE;;state;278538;6057;False;2318822;28;12012,0475;0,0217
2021-12-31;SE;;state;278530;6057;False;2318822;28;12011,70249;0,0217
2021-12-30;SE;;state;278507;6057;False;2318822;28;12010,71061;0,0217
2021-12-29;SE;;state;278499;6056;False;2318822;28;12010,36561;0,0217
2021-12-28;SE;;state;278489;6056;False;2318822;28;12009,93435;0,0217
2021-12-27;SE;;state;278482;6056;False;2318822;28;12009,63248;0,0217
2021-12-26;SE;;state;278479;6056;False;2318822;28;12009,5031;0,0217
2021-12-25;SE;Amparo de São Francisco;city;256;5;False;2380;2800100;10756,30252;0,0195
2021-12-25;SE;Aquidabã;city;2410;40;False;21681;2800209;11115,72344;0,0166
2021-12-25;SE;Aracaju;city;128206;2434;False;664908;2800308;19281,7653;0,019
2021-12-25;SE;Arauá;city;1293;22;False;9947;2800407;12998,89414;0,017
2021-12-25;SE;Areia Branca;city;2111;49;False;18686;2800506;11297,22787;0,0232
2021-12-25;SE;Barra dos Coqueiros;city;7070;100;False;30930;2800605;22858,0666;0,0141
2021-12-25;SE;Boquim;city;2695;68;False;26899;2800670;10018,95981;0,0252
2021-12-25;SE;Brejo Grande;city;462;13;False;8353;2800704;5530,94697;0,0281
2021-12-25;SE;Campo do Brito;city;2206;29;False;18218;2801009;12108,90328;0,0131
2021-12-25;SE;Canhoba;city;352;7;False;4006;2801108;8786,81977;0,0199
2021-12-25;SE;Canindé de São Francisco;city;2543;48;False;30402;2801207;8364,58128;0,0189
2021-12-25;SE;Capela;city;2882;45;False;34514;2801306;8350,23469;0,0156
2021-12-25;SE;Carira;city;2240;48;False;22239;2801405;10072,39534;0,0214
2021-12-25;SE;Carmópolis;city;1080;40;False;16937;2801504;6376,572;0,037
2021-12-25;SE;Cedro de São João;city;1035;20;False;5913;2801603;17503,80518;0,0193
2021-12-25;SE;Cristinápolis;city;617;30;False;18029;2801702;3422,26413;0,0486
2021-12-25;SE;Cumbe;city;299;4;False;3998;2801900;7478,73937;0,0134
2021-12-25;SE;Divina Pastora;city;855;12;False;5215;2802007;16395,01438;0,014
2021-12-25;SE;Estância;city;7721;176;False;69556;2802106;11100,4083;0,0228
2021-12-25;SE;Feira Nova;city;246;7;False;5601;2802205;4392,07284;0,0285
2021-12-25;SE;Frei Paulo;city;1731;36;False;15556;2802304;11127,53921;0,0208
2021-12-25;SE;Gararu;city;677;17;False;11601;2802403;5835,70382;0,0251
2021-12-25;SE;General Maynard;city;378;10;False;3384;2802502;11170,21277;0,0265
2021-12-25;SE;Graccho Cardoso;city;551;7;False;5824;2802601;9460,85165;0,0127
2021-12-25;SE;Ilha das Flores;city;389;18;False;8521;2802700;4565,19188;0,0463
2021-12-25;SE;Indiaroba;city;517;30;False;18149;2802809;2848,6418;0,058
2021-12-25;SE;Itabaiana;city;13244;258;False;96142;2802908;13775,45714;0,0195
2021-12-25;SE;Itabaianinha;city;3024;71;False;42166;2803005;7171,65489;0,0235
2021-12-25;SE;Itabi;city;214;2;False;4886;2803104;4379,86083;0,0093
2021-12-25;SE;Itaporanga d'Ajuda;city;3162;71;False;34709;2803203;9110,0291;0,0225
2021-12-25;SE;Japaratuba;city;1502;55;False;18907;2803302;7944,14767;0,0366
2021-12-25;SE;Japoatã;city;433;23;False;13429;2803401;3224,36518;0,0531
2021-12-25;SE;Lagarto;city;7857;222;False;105221;2803500;7467,14059;0,0283
2021-12-25;SE;Laranjeiras;city;1903;56;False;30080;2803609;6326,46277;0,0294
2021-12-25;SE;Macambira;city;672;8;False;6961;2803708;9653,78538;0,0119
2021-12-25;SE;Malhada dos Bois;city;331;7;False;3699;2803807;8948,36442;0,0211
2021-12-25;SE;Malhador;city;1118;30;False;12653;2803906;8835,84921;0,0268
2021-12-25;SE;Maruim;city;1161;42;False;17271;2804003;6722,25117;0,0362
2021-12-25;SE;Moita Bonita;city;1204;14;False;11348;2804102;10609,79908;0,0116
2021-12-25;SE;Monte Alegre de Sergipe;city;892;13;False;15175;2804201;5878,08896;0,0146
2021-12-25;SE;Muribeca;city;316;16;False;7639;2804300;4136,6671;0,0506
2021-12-25;SE;Neópolis;city;1416;42;False;18703;2804409;7570,97792;0,0297
2021-12-25;SE;Nossa Senhora Aparecida;city;833;18;False;8809;2804458;9456,23794;0,0216
2021-12-25;SE;Nossa Senhora da Glória;city;2791;79;False;37324;2804508;7477,7623;0,0283
2021-12-25;SE;Nossa Senhora das Dores;city;2137;50;False;26795;2804607;7975,36854;0,0234
2021-12-25;SE;Nossa Senhora de Lourdes;city;496;12;False;6496;2804706;7635,46798;0,0242
2021-12-25;SE;Nossa Senhora do Socorro;city;18131;580;False;185706;2804805;9763,28175;0,032
2021-12-25;SE;Pacatuba;city;832;25;False;14540;2804904;5722,1458;0,03
2021-12-25;SE;Pedra Mole;city;279;8;False;3285;2805000;8493,15068;0,0287
2021-12-25;SE;Pedrinhas;city;676;18;False;9665;2805109;6994,30936;0,0266
2021-12-25;SE;Pinhão;city;347;20;False;6627;2805208;5236,15512;0,0576
2021-12-25;SE;Pirambu;city;760;28;False;9359;2805307;8120,5257;0,0368
2021-12-25;SE;Poço Redondo;city;1103;32;False;35122;2805406;3140,48175;0,029
2021-12-25;SE;Poço Verde;city;2196;50;False;23867;2805505;9200,98881;0,0228
2021-12-25;SE;Porto da Folha;city;1689;37;False;28693;2805604;5886,45314;0,0219
2021-12-25;SE;Propriá;city;3681;80;False;29692;2805703;12397,27873;0,0217
2021-12-25;SE;Riachão do Dantas;city;1495;35;False;19809;2805802;7547,07456;0,0234
2021-12-25;SE;Riachuelo;city;730;18;False;10284;2805901;7098,40529;0,0247
2021-12-25;SE;Ribeirópolis;city;1798;34;False;18773;2806008;9577,58483;0,0189
2021-12-25;SE;Rosário do Catete;city;887;20;False;11008;2806107;8057,77616;0,0225
2021-12-25;SE;Salgado;city;1692;44;False;20025;2806206;8449,4382;0,026
2021-12-25;SE;Santa Luzia do Itanhy;city;736;13;False;14121;2806305;5212,09546;0,0177
2021-12-25;SE;Santana do São Francisco;city;628;15;False;7844;2806404;8006,11933;0,0239
2021-12-25;SE;Santa Rosa de Lima;city;364;8;False;3923;2806503;9278,61331;0,022
2021-12-25;SE;Santo Amaro das Brotas;city;696;19;False;12151;2806602;5727,92363;0,0273
2021-12-25;SE;São Cristóvão;city;9925;244;False;91093;2806701;10895,45849;0,0246
2021-12-25;SE;São Domingos;city;906;31;False;11207;2806800;8084,23307;0,0342
2021-12-25;SE;São Francisco;city;324;12;False;3781;2806909;8569,1616;0,037
2021-12-25;SE;São Miguel do Aleixo;city;457;5;False;3947;2807006;11578,41399;0,0109
2021-12-25;SE;Simão Dias;city;3376;88;False;40606;2807105;8314,04226;0,0261
2021-12-25;SE;Siriri;city;847;12;False;8970;2807204;9442,5864;0,0142
2021-12-25;SE;Telha;city;406;10;False;3249;2807303;12496,15266;0,0246
2021-12-25;SE;Tobias Barreto;city;4752;98;False;52530;2807402;9046,25928;0,0206
2021-12-25;SE;Tomar do Geru;city;1095;27;False;13535;2807501;8090,13668;0,0247
2021-12-25;SE;Umbaúba;city;2137;41;False;25550;2807600;8363,99217;0,0192
2021-12-25;SE;;state;278473;6056;False;2318822;28;12009,24435;0,0217
2021-12-24;SE;;state;278458;6056;False;2318822;28;12008,59747;0,0217
2021-12-23;SE;;state;278450;6056;False;2318822;28;12008,25247;0,0217
2021-12-22;SE;;state;278446;6056;False;2318822;28;12008,07996;0,0217
2021-12-21;SE;;state;278439;6056;False;2318822;28;12007,77809;0,0217
2021-12-20;SE;;state;278437;6056;False;2318822;28;12007,69184;0,0217
2021-12-19;SE;;state;278433;6055;False;2318822;28;12007,51934;0,0217
2021-12-18;SE;Amparo de São Francisco;city;256;5;False;2380;2800100;10756,30252;0,0195
2021-12-18;SE;Aquidabã;city;2410;40;False;21681;2800209;11115,72344;0,0166
2021-12-18;SE;Aracaju;city;128190;2433;False;664908;2800308;19279,35895;0,019
2021-12-18;SE;Arauá;city;1292;22;False;9947;2800407;12988,84086;0,017
